theta_summer_deg,theta_winter_deg,cleaning_interval_days,buffer_setpoint_c,lifetime_yield_gwh,physical_water_m3_per_year,thermal_protection_proxy_percent
27.99997629561771,61.99999987944907,20.631525263063153,31.700810577451033,275.6722460688894,9309.054834828288,72.0260132218138
27.99569372401771,62.00000003474272,20.733047149910924,34.69166633973448,275.64040986273454,9263.47191569596,75.7645829246681
28.000000127345587,61.999999729143255,21.077301297951223,30.679544842083434,275.5325002353288,9112.172250375756,70.7494310526043
28.003368803827303,61.99999999619267,21.814181567971307,38.7858744118504,275.3014902095313,8804.364234411265,80.882343014813
27.999999074209896,62.000000036207595,22.067571195607066,38.391977049371874,275.2220616254122,8703.268624244107,80.38997131171485
28.00000438140381,61.999999920105424,22.158662875682825,38.81285337963657,275.19350539582814,8667.490501458411,80.91606672454571
28.000000162131485,61.999999925605664,22.46524501353953,36.10988240347626,275.09739530208884,8549.205667877104,77.53735300434533
28.000000162131485,61.999999925605664,22.65540308919253,34.21328987419425,275.0377828582391,8477.447929038162,75.16661234274282
28.000002524514706,62.00000005857391,22.789416089431842,36.62312550215746,274.99577127169397,8427.596356409684,78.17890687769683
28.00000125577531,61.99999991831933,23.30549484138637,38.3136621733935,274.8339863171672,8240.974984960885,80.29207771674189
28.000000198671607,61.99999997855493,24.01249914970558,36.79576254255695,274.61234832211335,7998.3344841619655,78.3947031781962
28.000020202579773,61.99999982033603,24.118816033206834,34.92164387106698,274.5790191602103,7963.077446901682,76.05205483883374
27.999999550872907,61.99999999157702,24.49135690592558,30.62273602945757,274.46223173618006,7841.950151546397,70.67842003682196
28.0001170067917,61.99999990129731,24.598277058175984,31.204472648847716,274.4287134489371,7807.863922573513,71.40559081105965
27.996278239779254,61.99999999587513,24.95771680503594,36.54805729501601,274.31602549020914,7695.415470106078,78.08507161877002
27.99991027081857,61.99999996667941,25.006880160452155,33.5743452295731,274.30062091950526,7680.286335907619,74.36793153696638
28.000000154824342,62.00000000499685,25.1290665846579,36.68584088127362,274.26231683756066,7642.942062848399,78.25730110159203
28.00005411082128,61.9999998241731,25.724680891210472,34.47428799117483,274.0755983687881,7465.981825478056,75.49285998896855
28.000000130679563,61.9999998241731,25.73310546168602,37.013204844102304,274.0729573611554,7463.537593080549,78.66650605512788
28.000000327325694,61.99999997329351,26.43433833362998,39.55270294754378,273.8531286472773,7265.5497397360505,81.84087868442973
28.00000047266457,62.00000006301875,26.450891056619525,44.356117483185436,273.8479395525392,7261.003025905081,82.4
27.999057938790948,62.00000004409305,27.2020666725861,35.38015633331292,273.6124538576787,7060.492951204905,76.62519541664115
28.000000140319294,62.0000003405555,27.67542504504801,34.26338404210077,273.4640617531,6939.730814879227,75.22923005262597
28.000000140319294,62.0000003405555,27.87525104271522,34.30985130117034,273.4014185231202,6889.982791749315,75.28731412646293
28.0000005026072,62.00000033062819,27.940687915891754,32.82976556842603,273.38090479045553,6873.846505789234,73.43720696053255
28.00000050151661,62.00000003608919,28.363221479432617,35.96322579365019,273.248445213103,6771.4452019941,77.35403224206274
28.000000222800757,62.000000142729164,28.836987228198574,36.0945058343501,273.0999249149288,6660.196451181002,77.51813229293764
28.000000257202416,62.00002263407385,28.836987228198574,37.93439526271051,273.09992491422935,6660.196451181002,79.81799407838814
28.000003718627838,61.99999996667941,29.604339690256428,36.02791352689604,272.85936844420473,6487.562364487125,77.43489190862006
27.99990783776533,61.99999996667941,29.604339690256428,37.22158951616302,272.859368439577,6487.562364487125,78.92698689520378
27.99990783776533,61.99999996945407,30.23135947633979,39.71070366647514,272.66280470352973,6353.005730698729,82.03837958309393
27.99990783776533,61.99999996667941,30.23135947633979,39.71070366647514,272.66280470352973,6353.005730698729,82.03837958309393
27.999999503385887,61.99999990051401,30.857129290058765,31.118286718713573,272.4666328245586,6224.169403272259,71.29785839839198
28.000000163396543,62.000000438663044,31.194973069013955,39.29345769386092,272.3607225536757,6156.761205566601,81.51682211732616
27.99999951341359,61.99999998846681,31.65102977913983,30.914370290372,272.2177538423482,6068.049012628984,71.042962862965
28.000000707666338,62.00000030480247,32.12541039201077,32.07166393717954,272.0690407911086,5978.445027048221,72.48957992147443
28.000000350065854,61.99999994250538,32.70355203405978,36.25219646341414,271.88779981012254,5872.756567848508,77.71524557926767
28.000003073214653,61.99999994250538,32.70355203405978,36.870825476737984,271.8877998101175,5872.756567848508,78.48853184592248
28.000000157133634,62.00000006740963,33.175380405918254,39.74349241701354,271.73988685808246,5789.232787990514,82.07936552126694
28.00071548465378,61.99999998846681,33.44903742551227,32.47076425540671,271.6540981449439,5741.869266871992,72.98845531925839
28.00001240592874,62.00000035037694,34.20003713729743,38.07247042305275,271.41866835778615,5615.783375584284,79.99058802881595
28.00000046942141,62.00000004529786,34.40531093837532,35.44763564991294,271.35431730205187,5582.277699626261,76.70954456239119
27.99997456247869,61.99999999174358,34.61120280384443,32.709243092213995,271.2897724895637,5549.070371477152,73.2865538652675
27.999973356338984,61.99999999943414,34.61120280384443,37.33173904187882,271.28977248952964,5549.070371477152,79.06467380234852
28.000000457555405,62.000000025224445,34.93198139880472,38.42208800427808,271.18921196460127,5498.113542639519,80.4276100053476
28.000000427499323,62.00000007020175,35.32600984871177,33.23491082594155,271.0656884236493,5436.7872517310025,73.94363853242695
27.999920943436734,61.99999992659628,35.58403708782987,33.623597308722786,270.98479974776785,5397.363978852378,74.42949663590349
28.001898902627723,61.99999992745777,36.41823417694405,38.28089396775717,270.7232862802095,5273.731808819851,80.25111745969647
27.996141134846084,61.99999982228959,37.51345173086059,31.2586788729976,270.3799416461362,5119.763475190984,71.473348591247
27.999979805050142,62.00000005878183,38.033222215463894,35.677835242189154,270.2170074265896,5049.795647393517,76.99729405273645
28.001809219803594,62.00000005878183,38.75399312228215,35.677835242189154,269.99105198857745,4955.8764020519075,76.99729405273645
28.000000133464876,62.000000034948904,39.60471339287638,35.62056447002237,269.7243624037043,4849.422797099333,76.92570558752797
28.00000015634274,61.999999930059246,40.16897620136397,31.561737079590024,269.54747228283014,4781.301844418889,71.85217134948753
28.000000154591408,61.999999930059246,40.16897620136397,31.561737079590024,269.54747228283014,4781.301844418889,71.85217134948753
28.000000155483388,62.00000004954935,40.48101310773197,35.242520473920365,269.4496521797605,4744.446476397996,76.45315059240046
27.999993780244655,61.99999990777885,40.765945916581046,38.57837882309843,269.3603289100856,4711.285257381504,80.62297352887305
28.000008104149497,61.99999994230732,41.03877988495495,33.02175126277305,269.2747984924744,4679.963696250393,73.67718907846631
28.000008341784362,61.999999821590684,41.63330214018883,34.22445323019359,269.0884223712593,4613.133960724282,75.180566537742
28.000003047685304,61.99999987284311,42.1855296354711,36.91441532245371,268.9153051873818,4552.74596904691,78.54301915306715
28.00000119049052,61.99999997424357,43.0937622226648,37.973758313779975,268.6305843627741,4456.793514746496,79.86719789222498
28.00002428140412,61.99999995631194,44.1480542099848,37.66817848881576,268.30007553878903,4350.361605666474,79.4852231110197
28.000000131116263,62.00000006598053,44.999999973755685,46.24393276210193,268.03300000822725,4268.000002489128,82.4
29.054681696746982,60.09768070580363,44.99999998206194,44.41218055601395,262.5976803802881,4268.000001701325,82.4
